,7n9c_D,7d8b_B,7l6v_D,7p5v_G,6zwk_A,7ocy_C,7cz0_E,7oan_F,7m1h_F,7kd0_C,7tpr_D,7z1b_E,7nft_C,7rby_B,7d4b_B,7e6u_B,7p5w_G,7vfa_D,7s7r_B,7fau_B,7nfr_B,7lzp_C,7r63_A,7l6v_B,7php_N,7anq_B,7m1h_E,7z1c_E,7olz_B,7d6y_B,7r4i_D,7fat_B,7sl9_B,7nqa_C,7te8_A,7o06_A,7p6k_G,7omn_A,7te8_C,7p60_G,7ar0_B,7l6v_C,7qbg_E,7qbe_E,7t5f_B,7lzp_B,7na9_D,7s2r_B,7b2p_D,7r74_B,7p5y_G,7qiv_C,7r98_D,7r20_B,7czd_A,7tpr_F,7e53_B,7f5g_B,7zfb_M,7ndf_C,7t5f_C,7ngh_D,7rnn_C,7z1a_E,7apj_B,7lzp_G,7nfq_C,7ooi_A,7nqk_B,7djx_A,7pqg_B,7djy_A,7vfb_B,7r4r_D,7r4q_D
5imm_B,83,62,65,73,78,68,73,68,72,74,72,81,78,73,76,72,75,70,84,69,69,65,69,69,72,76,66,81,84,62,71,76,80,66,70,71,73,66,71,75,81,66,74,75,69,69,77,68,71,72,78,78,71,72,70,74,70,66,71,68,71,74,74,81,69,58,73,67,69,83,78,78,73,74,72
5iml_B,83,62,65,73,78,68,73,68,72,74,72,81,78,73,76,72,75,70,84,69,69,65,69,69,72,76,66,81,84,62,71,76,80,66,70,71,73,66,71,75,81,66,74,75,69,69,77,68,71,72,78,78,71,72,70,74,70,66,71,68,71,74,74,81,69,58,73,67,69,83,78,78,73,74,72
5imk_B,83,62,65,73,78,68,73,68,72,74,72,81,78,73,76,72,75,70,84,69,69,65,69,69,72,76,66,81,84,62,71,76,80,66,70,71,73,66,71,75,81,66,74,75,69,69,77,68,71,72,78,78,71,72,70,74,70,66,71,68,71,74,74,81,69,58,73,67,69,83,78,78,73,74,72
6ir2_B,74,60,60,72,77,65,70,65,67,69,65,74,71,71,71,68,72,67,76,66,67,60,62,68,70,71,63,73,78,61,65,70,75,61,67,67,72,62,66,70,76,64,69,70,65,67,72,65,70,69,71,76,68,70,66,67,65,64,66,66,67,71,70,73,66,57,66,63,69,78,74,71,68,70,70
6uc6_C,62,56,58,61,62,57,63,61,61,59,60,63,66,69,62,61,62,61,66,60,58,59,60,66,62,60,57,62,65,56,60,63,63,56,58,62,62,62,60,58,61,58,68,60,60,62,60,57,62,63,63,62,61,60,63,60,57,57,67,63,64,62,64,62,61,54,62,62,57,66,60,61,60,65,62
7qbf_B,72,63,65,69,74,65,69,63,72,68,67,72,72,73,77,66,72,63,74,64,68,66,62,69,70,70,62,72,74,63,66,70,73,67,64,73,69,66,66,70,69,61,74,69,65,61,68,62,69,71,72,73,63,75,67,70,66,65,65,70,69,69,72,71,66,55,72,66,65,76,70,68,68,69,67
7nj5_F,76,57,61,71,76,62,70,66,68,70,68,76,81,73,70,72,71,69,79,68,69,61,67,69,71,74,64,76,80,57,66,75,74,62,68,68,69,62,68,70,76,64,69,68,66,66,73,65,70,68,71,73,72,70,69,70,67,66,70,66,67,69,72,76,65,56,71,63,67,80,75,74,71,69,69
1xfp_A,68,56,58,65,66,57,65,60,62,60,68,66,64,71,67,65,67,65,73,67,61,57,58,59,68,65,58,66,70,56,67,77,68,55,64,63,64,62,66,69,68,54,69,65,59,64,69,68,62,64,66,67,62,62,64,66,68,58,62,60,64,65,64,65,59,51,63,60,58,70,68,62,73,67,69
6h15_C,75,61,66,72,76,66,72,66,68,69,68,77,75,74,72,72,72,67,79,67,68,66,68,68,70,72,63,78,79,61,69,73,76,64,70,73,72,65,71,73,76,60,70,71,65,66,74,66,68,71,74,76,69,70,69,72,68,68,70,68,68,71,70,78,66,54,71,64,67,77,75,76,71,75,70
5ivo_A,68,55,59,66,67,61,67,70,62,68,63,65,67,73,66,68,66,61,70,61,66,59,61,64,64,66,60,65,71,55,68,66,67,62,64,65,66,62,68,68,63,57,71,63,65,60,67,60,66,66,67,69,61,62,66,67,62,66,73,62,64,67,67,65,61,57,66,64,61,69,66,64,65,67,66
5ivn_A,68,55,59,66,67,61,67,70,62,68,63,65,67,73,66,68,66,61,70,61,66,59,61,64,64,66,60,65,71,55,68,66,67,62,64,65,66,62,68,68,63,57,71,63,65,60,67,60,66,66,67,69,61,62,66,67,62,66,73,62,64,67,67,65,61,57,66,64,61,69,66,64,65,67,66
6dyx_D,73,56,64,74,73,66,74,64,69,70,69,75,74,70,70,68,74,66,78,66,68,63,65,69,69,71,67,75,77,56,65,70,74,61,69,72,75,63,69,69,74,63,67,70,65,66,69,65,66,71,72,74,69,71,69,70,63,68,65,70,72,73,71,74,69,58,71,63,65,78,70,72,70,75,72
4n1h_B,71,58,58,67,74,63,67,63,65,65,63,74,75,69,71,69,69,67,76,66,65,58,64,65,67,69,64,74,74,58,65,71,71,58,65,66,68,61,65,67,77,59,68,64,61,67,73,64,65,68,68,73,66,66,64,64,66,62,65,62,65,67,67,75,63,54,65,61,65,76,72,69,69,67,65
6uht_C,70,58,60,68,70,62,69,68,66,65,66,67,65,78,69,66,67,65,69,63,62,61,63,64,66,67,62,67,72,56,64,68,70,60,65,64,67,62,67,73,67,57,72,64,66,64,69,65,63,66,69,70,57,61,65,65,64,64,74,65,66,69,67,67,63,55,68,64,61,72,68,66,70,70,67
7dst_E,76,63,67,75,76,70,76,69,71,74,67,80,79,74,73,72,74,69,87,69,75,66,68,75,72,73,66,79,81,62,70,74,78,65,73,75,75,66,72,70,80,65,72,72,70,68,74,67,70,77,77,78,71,76,75,71,70,70,72,71,73,76,76,79,70,61,77,66,67,81,78,74,73,73,72
6ey6_I,72,61,59,67,74,63,68,64,66,67,64,79,73,72,72,71,69,65,78,67,63,59,65,67,68,69,62,78,77,58,64,70,72,60,65,67,67,61,66,67,75,61,68,70,65,67,76,63,67,66,71,72,68,67,65,66,65,61,69,65,64,68,68,74,64,55,68,61,65,76,73,71,68,65,65
4dka_A,80,60,61,71,76,62,70,63,68,68,68,75,74,71,70,69,72,66,79,68,67,61,69,69,67,74,65,75,75,61,69,71,75,62,70,69,70,61,70,69,76,62,71,69,64,65,74,68,64,70,70,74,66,69,67,69,69,63,69,64,68,69,67,76,64,54,69,62,68,74,73,74,71,72,66
4dk6_A,80,60,61,71,76,62,70,63,68,68,68,75,74,71,70,69,72,66,79,68,67,61,69,69,67,74,65,75,75,61,69,71,75,62,70,69,70,61,70,69,76,62,71,69,64,65,74,68,64,70,70,74,66,69,67,69,69,63,69,64,68,69,67,76,64,54,69,62,68,74,73,74,71,72,66
4dk3_A,80,60,61,71,76,62,70,63,68,68,68,75,74,71,70,69,72,66,79,68,67,61,69,69,67,74,65,75,75,61,69,71,75,62,70,69,70,61,70,69,76,62,71,69,64,65,74,68,64,70,70,74,66,69,67,69,69,63,69,64,68,69,67,76,64,54,69,62,68,74,73,74,71,72,66
4krp_B,77,63,61,70,78,65,70,66,69,69,67,79,76,75,74,72,71,68,80,68,67,61,65,69,69,74,63,79,81,63,67,75,73,62,68,69,70,66,68,71,77,61,73,74,65,72,75,65,71,70,72,78,70,68,72,71,67,63,68,64,69,70,71,79,65,56,71,67,67,80,78,70,70,70,71
4hep_G,65,62,56,62,65,62,63,64,61,61,59,68,66,76,66,63,62,58,68,61,63,56,58,61,65,63,59,67,64,63,65,65,62,58,64,63,62,65,62,64,64,55,69,63,60,58,65,60,61,64,64,67,58,65,73,65,59,61,69,60,58,63,63,68,58,50,65,67,60,71,66,61,63,63,62
5o02_C,71,60,65,73,73,64,73,60,71,70,66,72,71,71,77,67,75,66,75,66,69,65,63,72,69,68,65,72,74,60,66,72,71,65,67,74,72,66,67,67,72,62,68,66,67,60,67,64,69,70,77,69,64,73,73,66,65,67,67,67,69,73,77,71,66,60,74,65,65,76,70,71,66,72,69
5ja9_A,67,61,66,74,70,67,74,64,70,73,64,72,73,69,74,69,72,67,76,66,75,66,64,75,70,66,65,72,73,59,62,71,73,60,69,74,74,63,69,62,71,63,70,68,69,62,66,64,72,72,74,72,63,74,74,65,64,66,66,67,72,74,79,72,70,61,78,62,62,71,68,69,66,70,68
4ej1_C,75,57,61,68,77,63,68,64,68,69,66,76,74,73,70,68,68,66,77,69,66,60,67,64,69,74,64,75,77,56,64,75,73,62,66,67,69,61,65,71,76,65,68,72,66,68,74,65,67,70,67,71,68,68,67,69,68,64,65,65,70,69,70,75,63,55,67,59,67,80,70,72,70,70,68
4eiz_C,75,57,61,68,77,63,68,64,68,69,66,76,74,73,70,68,68,66,77,69,66,60,67,64,69,74,64,75,77,56,64,75,73,62,66,67,69,61,65,71,76,65,68,72,66,68,74,65,67,70,67,71,68,68,67,69,68,64,65,65,70,69,70,75,63,55,67,59,67,80,70,72,70,70,68
3stb_A,76,61,59,70,72,63,68,65,67,67,68,74,75,73,69,70,71,69,81,68,67,60,65,66,66,70,63,74,76,61,62,74,75,61,66,71,70,63,67,69,76,62,69,70,64,68,73,68,67,69,72,75,70,68,70,68,69,63,69,66,69,70,70,75,65,55,69,63,65,80,75,72,71,71,69
7m1h_G,71,63,70,76,74,70,76,64,80,70,69,75,75,74,78,68,77,66,79,64,70,71,67,72,75,69,69,75,76,63,69,70,75,68,68,80,76,69,71,70,73,67,72,67,70,63,71,65,69,78,77,76,65,78,72,70,65,69,69,73,74,75,77,74,73,64,73,68,65,78,71,74,66,74,70
6xw7_C,71,57,66,72,76,68,72,67,68,71,62,75,75,71,72,69,71,65,77,67,71,66,66,73,70,73,64,74,74,57,64,69,76,66,68,72,72,61,69,66,72,64,68,67,67,61,70,63,67,72,72,74,70,74,71,69,63,67,67,70,69,72,75,74,71,61,74,61,65,74,71,74,68,71,69
7k84_B,70,62,61,68,73,63,68,63,64,65,65,72,71,70,69,67,69,64,75,61,62,61,62,66,68,70,63,72,77,62,65,68,74,59,66,67,70,67,65,68,74,60,70,74,63,65,71,62,65,67,69,73,65,69,63,69,64,60,66,65,65,69,69,72,65,54,64,67,65,81,73,69,66,68,68
5j56_B,69,61,60,67,70,63,68,72,64,68,64,67,72,77,71,68,69,66,71,64,64,61,63,67,67,68,62,67,70,61,66,69,68,61,65,65,69,65,66,68,67,59,72,64,65,60,68,64,67,67,70,70,63,65,69,69,65,62,74,61,64,70,71,66,63,55,71,65,64,72,70,67,67,67,67
6os0_D,71,62,65,72,73,64,72,64,69,66,67,71,71,72,72,70,72,67,73,68,66,64,67,69,71,69,65,71,75,62,68,72,80,62,66,75,72,65,64,71,70,61,68,68,66,65,70,67,67,73,75,73,66,72,68,67,62,65,67,68,71,71,70,72,70,58,72,66,65,74,71,71,71,74,71
6do1_C,71,62,65,72,73,64,72,64,69,66,67,71,71,72,72,70,72,67,73,68,66,64,67,69,71,69,65,71,75,62,68,72,80,62,66,75,72,65,64,71,70,61,68,68,66,65,70,67,67,73,75,73,66,72,68,67,62,65,67,68,71,71,70,72,70,58,72,66,65,74,71,71,71,74,71
5bop_A,74,56,62,71,73,64,72,65,67,70,66,77,74,72,71,69,70,67,81,67,70,62,66,66,67,71,64,77,78,56,65,72,77,62,68,69,70,62,69,71,78,63,69,69,66,66,74,67,66,72,74,72,72,69,70,69,73,64,69,65,66,71,72,76,64,55,68,62,67,78,74,77,70,72,69
5gxb_B,75,59,63,70,74,64,71,64,67,68,66,81,74,75,71,69,72,64,78,62,64,62,65,65,69,74,62,81,79,59,66,75,74,62,66,70,70,64,65,71,77,59,70,72,64,72,75,66,67,70,73,74,69,65,66,67,66,61,65,64,66,68,69,80,66,55,67,65,68,79,75,71,68,70,69
7k7y_C,79,57,59,70,75,63,70,63,69,73,66,72,71,69,67,67,70,68,77,65,64,61,64,65,68,67,63,70,74,57,63,71,73,60,64,67,70,62,66,72,73,65,69,70,65,64,71,64,67,67,70,74,65,67,67,68,64,62,68,65,70,70,70,72,65,56,69,62,65,76,74,71,68,68,67
6ey0_F,78,64,62,70,79,65,72,60,67,72,66,78,76,75,75,71,72,67,82,67,67,62,66,69,70,77,65,78,81,63,68,73,73,63,69,68,70,66,69,72,79,63,73,70,66,66,75,65,68,71,74,76,67,69,70,70,67,65,71,66,66,72,71,79,68,56,68,65,67,81,78,71,71,70,69
6ey0_E,78,64,62,70,79,65,72,60,67,72,66,78,76,75,75,71,72,67,82,67,67,62,66,69,70,77,65,78,81,63,68,73,73,63,69,68,70,66,69,72,79,63,73,70,66,66,75,65,68,71,74,76,67,69,70,70,67,65,71,66,66,72,71,79,68,56,68,65,67,81,78,71,71,70,69
5lz0_A,78,64,62,70,79,65,72,60,67,72,66,78,76,75,75,71,72,67,82,67,67,62,66,69,70,77,65,78,81,63,68,73,73,63,69,68,70,66,69,72,79,63,73,70,66,66,75,65,68,71,74,76,67,69,70,70,67,65,71,66,66,72,71,79,68,56,68,65,67,81,78,71,71,70,69
4weu_D,71,58,64,71,72,64,74,65,70,67,65,76,72,73,70,70,71,66,80,66,70,64,67,71,67,67,67,76,75,58,65,69,73,62,70,70,72,62,69,67,76,61,67,68,68,68,71,65,67,70,74,72,67,72,70,67,65,66,66,66,68,73,70,74,67,57,73,64,65,76,75,72,68,70,69
6rvc_D,75,57,61,69,74,68,70,64,67,69,66,75,75,71,71,71,72,67,78,66,68,63,67,66,69,71,61,75,76,57,65,71,74,62,66,70,69,61,69,68,75,59,66,67,64,66,71,65,67,71,73,73,69,68,71,70,68,65,65,67,66,72,69,74,65,57,70,63,62,76,74,70,72,69,67
6ruv_R,73,58,62,71,76,65,70,65,70,68,64,76,76,69,72,70,74,65,79,66,68,65,65,69,69,71,62,76,76,57,66,71,73,61,67,69,70,61,68,69,75,61,69,71,66,65,74,66,66,70,72,77,65,68,65,68,66,61,69,65,68,70,69,75,66,58,69,62,69,76,71,73,68,69,69
6ru3_C,73,58,62,71,76,65,70,65,70,68,64,76,76,69,72,70,74,65,79,66,68,65,65,69,69,71,62,76,76,57,66,71,73,61,67,69,70,61,68,69,75,61,69,71,66,65,74,66,66,70,72,77,65,68,65,68,66,61,69,65,68,70,69,75,66,58,69,62,69,76,71,73,68,69,69
1jtt_A,68,56,58,64,66,56,63,60,62,60,68,65,64,70,67,65,66,65,72,68,61,57,58,58,67,64,58,65,70,56,66,75,68,55,64,62,63,61,66,69,67,55,67,64,60,63,69,67,62,63,64,67,61,60,62,66,68,58,62,60,64,64,62,64,58,50,61,59,58,70,67,62,72,67,69
1jtp_A,68,56,58,64,66,56,63,60,62,60,68,65,64,70,67,65,66,65,72,68,61,57,58,58,67,64,58,65,70,56,66,75,68,55,64,62,63,61,66,69,67,55,67,64,60,63,69,67,62,63,64,67,61,60,62,66,68,58,62,60,64,64,62,64,58,50,61,59,58,70,67,62,72,67,69
1mel_A,68,56,58,64,66,56,63,60,62,60,68,65,64,70,67,65,66,65,72,68,61,57,58,58,67,64,58,65,70,56,66,75,68,55,64,62,63,61,66,69,67,55,67,64,60,63,69,67,62,63,64,67,61,60,62,66,68,58,62,60,64,64,62,64,58,50,61,59,58,70,67,62,72,67,69
1jto_A,68,56,58,64,66,56,63,60,62,60,68,65,64,70,67,65,66,65,72,68,61,57,58,58,67,64,58,65,70,56,66,75,68,55,64,62,63,61,66,69,67,55,67,64,60,63,69,67,62,63,64,67,61,60,62,66,68,58,62,60,64,64,62,64,58,50,61,59,58,70,67,62,72,67,69
7nil_F,71,57,65,73,74,67,72,65,73,68,67,77,77,71,72,75,75,69,76,66,67,64,68,67,70,69,65,76,75,58,67,72,76,63,69,71,72,64,70,69,75,61,70,68,67,63,70,66,66,68,74,73,67,71,70,69,69,66,67,66,69,72,72,76,67,59,70,63,66,74,70,72,68,71,68
6xyf_A,70,60,59,67,69,61,67,63,67,68,65,72,72,71,68,70,69,69,76,69,63,60,66,68,69,69,60,72,73,59,65,68,73,61,65,71,68,60,64,65,76,58,69,71,64,63,71,65,66,69,70,70,65,69,67,67,66,62,68,63,65,68,68,73,67,56,70,60,68,75,71,73,69,67,67
7n0r_C,67,63,60,70,69,60,70,63,67,67,68,69,72,69,70,66,70,66,74,62,74,60,63,69,65,64,62,70,71,62,61,68,70,60,70,69,69,66,70,63,67,58,69,63,73,61,65,62,78,67,71,68,65,69,79,69,62,64,65,64,66,69,72,68,64,55,80,66,59,70,65,68,65,66,68
5vnw_C,72,59,67,76,73,67,77,67,70,71,67,72,73,70,69,71,76,69,77,67,70,66,67,71,72,69,69,72,74,59,70,69,82,63,71,73,77,63,72,72,72,64,68,68,72,62,70,66,67,72,77,74,68,75,71,73,65,71,69,72,74,78,74,72,69,59,71,64,63,75,71,74,71,76,73
5vnv_A,72,59,67,76,73,67,77,67,70,71,67,72,73,70,69,71,76,69,77,67,70,66,67,71,72,69,69,72,74,59,70,69,82,63,71,73,77,63,72,72,72,64,68,68,72,62,70,66,67,72,77,74,68,75,71,73,65,71,69,72,74,78,74,72,69,59,71,64,63,75,71,74,71,76,73
6ul4_B,63,56,55,63,67,57,63,61,60,63,60,64,66,66,62,67,63,60,70,63,60,59,59,66,63,62,59,63,66,56,61,64,66,62,65,63,63,59,63,63,65,55,71,61,60,56,65,59,61,62,65,68,58,61,59,63,59,63,66,61,60,62,64,63,59,49,64,60,61,65,67,62,64,63,62
7my2_A,75,59,63,71,76,66,73,65,69,71,65,77,77,72,71,68,72,65,81,65,65,63,65,72,70,72,63,77,78,59,66,69,74,63,67,70,73,66,69,68,74,62,70,70,65,63,71,63,68,76,73,75,70,74,69,69,64,65,69,68,69,72,73,76,67,56,70,63,65,80,72,72,67,70,69
6s0y_A,61,57,61,63,65,58,63,62,62,61,61,64,66,70,62,62,64,60,69,61,62,59,63,66,63,60,61,62,65,57,59,64,66,60,60,64,63,61,62,63,63,54,68,60,61,58,63,59,61,61,64,63,60,62,63,67,59,62,65,61,59,64,64,63,60,51,66,61,61,66,66,67,63,63,65
6i8h_B,71,56,62,70,70,63,71,65,67,69,65,73,76,69,68,74,71,67,78,66,70,61,69,72,67,68,61,73,72,56,62,68,72,61,69,71,71,58,72,64,73,59,69,66,65,59,70,65,65,72,70,73,65,69,72,67,63,65,69,68,69,69,72,73,65,58,73,58,65,73,70,72,67,72,70
4yga_B,65,51,56,65,67,58,65,64,61,64,60,67,66,65,63,62,63,62,65,60,59,59,59,62,62,63,62,67,70,51,58,64,64,62,63,63,63,57,61,62,66,60,66,60,62,61,63,57,63,63,65,67,60,61,60,64,56,61,65,60,61,63,67,66,60,51,63,59,60,65,63,63,62,63,65
6r7t_A,68,65,64,73,71,63,74,64,71,72,68,70,76,70,73,71,71,66,76,66,74,64,66,70,69,68,62,70,73,64,63,69,73,61,68,69,74,67,68,64,70,60,68,65,75,62,67,65,76,69,72,73,64,69,78,70,66,64,66,66,68,73,74,70,65,59,84,65,64,72,68,70,66,69,71
7aqx_C,72,57,60,69,77,61,69,65,65,68,65,73,75,71,67,68,69,66,78,65,70,60,65,68,67,70,64,73,76,58,63,71,72,60,69,70,68,60,66,68,74,62,68,67,65,62,71,66,66,69,70,73,65,67,67,65,65,66,67,65,66,69,71,73,63,57,70,60,65,75,71,69,68,67,67
7r24_E,78,61,60,70,79,64,71,63,68,68,68,78,76,72,73,70,71,67,81,67,66,60,67,67,69,76,60,78,78,60,64,72,74,62,69,70,71,67,70,69,78,60,70,69,66,66,77,67,68,73,72,75,70,71,68,68,69,65,70,66,68,71,71,78,65,56,69,65,66,79,75,73,70,69,68
7r23_B,78,61,60,70,79,64,71,63,68,68,68,78,76,72,73,70,71,67,81,67,66,60,67,67,69,76,60,78,78,60,64,72,74,62,69,70,71,67,70,69,78,60,70,69,66,66,77,67,68,73,72,75,70,71,68,68,69,65,70,66,68,71,71,78,65,56,69,65,66,79,75,73,70,69,68
7r1z_E,78,61,60,70,79,64,71,63,68,68,68,78,76,72,73,70,71,67,81,67,66,60,67,67,69,76,60,78,78,60,64,72,74,62,69,70,71,67,70,69,78,60,70,69,66,66,77,67,68,73,72,75,70,71,68,68,69,65,70,66,68,71,71,78,65,56,69,65,66,79,75,73,70,69,68
5u4l_B,69,60,62,66,69,64,67,71,64,67,63,66,71,76,71,67,68,65,70,64,63,63,63,66,66,68,62,66,70,60,66,68,67,62,64,66,68,65,65,68,67,59,72,63,64,60,67,64,66,67,70,70,62,66,68,67,64,62,74,63,64,69,70,66,62,55,70,65,63,72,70,67,66,66,66
6iyn_A,78,59,66,72,78,68,72,67,73,73,69,78,76,73,72,70,74,67,81,69,68,67,66,68,73,72,66,78,80,59,70,70,74,65,69,68,71,64,67,72,77,64,70,73,68,67,74,64,73,72,75,79,70,72,71,72,67,65,69,69,71,73,74,78,69,57,71,64,67,83,75,75,70,73,72
6hhd_B,72,58,64,68,72,65,67,62,69,71,67,71,76,69,72,70,68,64,76,66,69,63,66,68,68,70,61,71,73,57,63,71,72,62,67,70,68,65,70,64,71,61,65,65,69,62,71,64,69,70,68,71,66,69,73,68,67,65,68,65,67,69,70,71,65,59,72,64,69,74,70,70,68,68,67
6her_B,72,58,64,68,72,65,67,62,69,71,67,71,76,69,72,70,68,64,76,66,69,63,66,68,68,70,61,71,73,57,63,71,72,62,67,70,68,65,70,64,71,61,65,65,69,62,71,64,69,70,68,71,66,69,73,68,67,65,68,65,67,69,70,71,65,59,72,64,69,74,70,70,68,68,67
6hhd_D,72,58,64,68,72,65,67,62,69,71,67,71,76,69,72,70,68,64,76,66,69,63,66,68,68,70,61,71,73,57,63,71,72,62,67,70,68,65,70,64,71,61,65,65,69,62,71,64,69,70,68,71,66,69,73,68,67,65,68,65,67,69,70,71,65,59,72,64,69,74,70,70,68,68,67
4hem_E,78,57,65,70,77,66,71,64,70,68,67,72,75,71,71,70,72,63,77,65,68,65,69,66,67,74,65,73,78,56,66,68,73,62,68,68,69,62,66,69,73,61,70,67,67,65,70,66,65,71,72,76,65,69,67,69,66,63,68,67,67,68,72,72,66,58,69,62,67,77,71,72,68,71,69
5ocl_B,72,59,60,72,76,65,71,65,69,69,68,75,74,71,72,71,72,70,78,68,68,64,65,67,72,71,66,75,76,59,66,70,76,63,68,72,70,62,67,70,75,61,74,69,63,66,71,67,65,69,73,74,70,66,66,70,66,66,65,68,69,69,69,75,68,60,69,62,63,76,72,73,69,70,71
5vxk_B,65,55,57,63,66,58,66,63,66,63,61,62,66,70,63,63,63,60,65,66,58,59,60,63,63,61,59,63,65,57,63,66,63,57,61,62,63,59,60,60,63,56,68,61,62,56,64,62,59,63,63,62,57,60,61,61,62,58,70,61,61,63,67,63,60,51,62,59,63,64,61,63,62,66,61
5tjw_K,69,56,61,64,69,59,63,66,64,63,65,71,69,71,70,66,66,67,71,63,63,61,63,62,63,71,64,71,72,57,64,69,72,57,62,63,64,59,65,67,70,56,63,71,60,64,64,63,63,65,66,68,62,61,67,65,63,61,66,61,65,64,65,70,60,54,67,60,61,74,68,66,67,68,70
5ku0_7,70,57,61,71,72,63,71,65,67,67,65,68,72,70,69,70,72,68,75,68,66,61,65,66,69,66,63,69,73,57,68,72,73,61,67,69,71,60,68,68,72,58,69,63,66,62,71,64,66,66,71,73,66,65,69,69,65,66,69,65,69,70,72,68,65,60,69,62,62,72,69,70,70,68,70
1zmy_A,69,56,61,66,69,59,65,63,63,62,69,67,65,69,68,65,68,65,72,68,61,59,59,59,66,66,61,67,71,56,67,75,69,58,62,63,65,61,63,70,68,60,66,68,62,64,69,68,63,64,66,69,60,60,62,68,65,58,62,61,65,66,64,66,59,53,62,59,61,72,69,65,72,68,69
4qlr_A,74,59,62,69,74,64,69,62,69,67,65,73,74,74,72,67,69,62,78,62,66,62,66,69,70,71,61,73,80,61,65,71,72,67,66,70,68,66,66,69,76,61,72,68,62,69,73,64,66,70,69,74,67,69,69,69,61,64,67,66,66,68,69,73,65,56,68,65,65,79,74,69,68,68,69
7nk2_F,72,56,60,66,74,60,67,62,66,67,65,71,73,70,74,69,67,69,76,64,65,63,66,68,68,69,65,71,74,56,63,70,74,60,69,68,67,63,67,69,74,59,69,67,63,66,71,66,63,67,69,73,63,67,68,64,62,65,65,63,67,68,66,70,64,57,69,62,65,69,67,71,67,68,66
5u4m_B,68,60,61,67,69,64,68,71,64,67,63,66,71,76,71,67,69,65,70,63,63,61,63,66,66,68,62,66,70,60,66,68,67,61,64,66,69,64,65,68,67,58,71,63,64,59,67,64,66,67,70,70,62,65,68,67,64,63,73,63,63,69,70,65,61,54,70,64,63,71,70,66,66,66,65
6gs7_H,75,60,60,68,74,62,71,63,68,70,66,76,78,71,69,73,70,68,79,68,66,61,69,70,68,74,62,77,76,59,64,70,75,62,68,70,68,63,68,67,73,60,70,69,65,64,71,63,66,70,72,71,70,70,70,69,66,65,69,64,68,69,71,76,64,55,70,62,67,77,77,70,72,70,66
6gs4_H,75,60,60,68,74,62,71,63,68,70,66,76,78,71,69,73,70,68,79,68,66,61,69,70,68,74,62,77,76,59,64,70,75,62,68,70,68,63,68,67,73,60,70,69,65,64,71,63,66,70,72,71,70,70,70,69,66,65,69,64,68,69,71,76,64,55,70,62,67,77,77,70,72,70,66
6gs1_H,75,60,60,68,74,62,71,63,68,70,66,76,78,71,69,73,70,68,79,68,66,61,69,70,68,74,62,77,76,59,64,70,75,62,68,70,68,63,68,67,73,60,70,69,65,64,71,63,66,70,72,71,70,70,70,69,66,65,69,64,68,69,71,76,64,55,70,62,67,77,77,70,72,70,66
4w6y_B,71,59,63,67,71,60,67,65,64,67,70,70,70,71,69,70,69,72,73,72,64,60,63,61,67,68,60,70,73,59,69,73,75,60,67,67,66,59,64,71,73,61,67,67,61,64,71,68,62,65,71,72,63,64,65,70,71,61,67,65,65,67,65,70,64,53,67,60,60,73,69,67,76,73,69
7nkr_F,69,53,59,65,71,60,65,61,65,63,63,69,71,69,71,67,65,67,73,64,63,61,65,66,66,66,65,69,72,54,62,68,73,59,67,66,65,62,66,66,71,56,66,67,61,66,68,64,60,65,67,69,62,65,65,62,64,61,64,61,65,66,64,68,63,56,67,61,63,67,66,69,66,67,65
5lwf_C,73,58,60,70,74,62,70,63,65,70,66,75,71,72,71,69,70,67,77,66,66,59,66,64,71,71,62,75,78,56,64,70,74,63,67,69,69,61,66,70,75,60,66,67,63,65,73,64,65,69,71,72,65,69,67,66,63,66,65,65,66,69,70,76,62,55,66,60,64,76,73,71,70,70,69
7k65_B,71,57,68,76,73,67,77,66,71,70,65,70,72,70,71,69,74,66,75,67,69,68,68,72,72,68,65,70,72,56,69,69,81,65,69,76,79,66,68,70,70,64,69,66,68,61,67,63,68,74,75,74,64,75,71,66,64,69,66,71,74,75,74,70,72,61,73,66,61,74,70,72,69,73,71
6o3c_B,79,60,67,75,75,67,73,67,73,72,69,76,73,73,74,71,74,69,81,68,69,66,70,71,72,72,66,76,78,61,68,72,80,63,70,74,73,65,69,72,77,64,68,70,69,65,71,65,69,76,78,77,71,75,72,72,66,67,67,72,71,75,76,76,67,57,72,65,65,83,72,74,73,75,73
6fyw_C,64,56,57,61,64,55,61,63,59,60,61,65,65,67,61,61,61,59,67,60,62,54,54,61,64,62,55,65,67,56,62,62,63,58,62,61,63,57,59,60,63,58,67,60,59,59,62,56,62,62,63,64,61,60,61,59,57,60,64,55,60,61,63,65,58,47,60,59,60,66,65,64,65,63,61
6fys_A,64,56,57,61,64,55,61,63,59,60,61,65,65,67,61,61,61,59,67,60,62,54,54,61,64,62,55,65,67,56,62,62,63,58,62,61,63,57,59,60,63,58,67,60,59,59,62,56,62,62,63,64,61,60,61,59,57,60,64,55,60,61,63,65,58,47,60,59,60,66,65,64,65,63,61
5f1o_B,69,57,58,66,72,62,66,61,65,65,63,72,71,70,70,66,67,62,73,64,61,61,63,64,65,70,64,72,72,56,61,70,72,59,65,68,67,63,64,66,70,59,67,65,61,62,69,64,62,71,69,69,67,67,64,64,64,60,66,63,65,65,65,72,61,55,65,63,65,74,71,69,63,65,66
