,model,Number of residues in common,global rmsd,TM-score,MaxSub-score,GDT-TS-score,GDT-TS-score %(d<1),GDT-TS-score %(d<2),GDT-TS-score %(d<4),GDT-TS-score %(d<8),GDT-HA-score,GDT-HA-score %(d<0.5),GDT-HA-score %(d<1),GDT-HA-score %(d<2),GDT-HA-score %(d<4),TM-score Superposition Length(d<5.0),CDR3 length,resolution
7nfq_C,NNem,116,1.56,0.9148,0.8862,0.8944,0.6724,0.931,0.9741,1.0,0.7112,0.2672,0.6724,0.931,0.9741,112,8,1.68
7nfq_C,OF,116,0.651,0.9782,0.9732,0.9784,0.931,0.9828,1.0,1.0,0.9332,0.819,0.931,0.9828,1.0,116,8,1.68
7nfq_C,IFem,116,1.271,0.9459,0.927,0.9591,0.8966,0.9483,0.9914,1.0,0.8427,0.5345,0.8966,0.9483,0.9914,112,8,1.68
7nfq_C,AF2mem,116,0.835,0.9651,0.9533,0.9612,0.8707,0.9741,1.0,1.0,0.8578,0.5862,0.8707,0.9741,1.0,116,8,1.68
7nfq_C,NN,116,1.101,0.9581,0.9396,0.9677,0.9138,0.9655,0.9914,1.0,0.8815,0.6552,0.9138,0.9655,0.9914,115,8,1.68
7nfq_C,OFr4,116,0.671,0.983,0.9771,0.9871,0.9655,0.9828,1.0,1.0,0.9612,0.8966,0.9655,0.9828,1.0,115,8,1.68
7nfq_C,AF2m,116,0.619,0.9812,0.9771,0.9871,0.9655,0.9828,1.0,1.0,0.9504,0.8534,0.9655,0.9828,1.0,116,8,1.68
7nfq_C,AF2,116,0.507,0.9856,0.9819,0.9914,0.9655,1.0,1.0,1.0,0.9526,0.8448,0.9655,1.0,1.0,116,8,1.68
7nfq_C,ESM,116,0.517,0.985,0.9812,0.9871,0.9569,0.9914,1.0,1.0,0.9483,0.8448,0.9569,0.9914,1.0,116,8,1.68
7nfq_C,YS,116,2.135,0.8601,0.8106,0.819,0.5172,0.8276,0.931,1.0,0.6315,0.25,0.5172,0.8276,0.931,108,8,1.68
7nfq_C,OFr4em,116,0.867,0.9689,0.9564,0.9784,0.9397,0.9741,1.0,1.0,0.8922,0.6552,0.9397,0.9741,1.0,115,8,1.68
7nfq_C,AF2r10em,116,0.78,0.9677,0.96,0.9677,0.8879,0.9828,1.0,1.0,0.875,0.6293,0.8879,0.9828,1.0,116,8,1.68
7nfq_C,OFr20,116,0.651,0.9782,0.9732,0.9784,0.931,0.9828,1.0,1.0,0.9332,0.819,0.931,0.9828,1.0,116,8,1.68
7nfq_C,AF2em,116,0.738,0.9697,0.9621,0.9698,0.8879,0.9914,1.0,1.0,0.8707,0.6034,0.8879,0.9914,1.0,116,8,1.68
7nfq_C,AF2r10,116,0.483,0.9863,0.9827,0.9892,0.9569,1.0,1.0,1.0,0.944,0.819,0.9569,1.0,1.0,116,8,1.68
7r4i_D,ESM,125,1.587,0.9019,0.863,0.864,0.616,0.856,0.984,1.0,0.678,0.256,0.616,0.856,0.984,124,15,3.2
7r4i_D,OFr20em,125,1.801,0.8761,0.8245,0.818,0.448,0.84,0.984,1.0,0.608,0.16,0.448,0.84,0.984,123,15,3.2
7r4i_D,NNem,125,2.22,0.8382,0.7692,0.752,0.328,0.744,0.936,1.0,0.53,0.112,0.328,0.744,0.936,119,15,3.2
7r4i_D,IFem,125,2.017,0.8662,0.8053,0.798,0.44,0.816,0.936,1.0,0.594,0.184,0.44,0.816,0.936,119,15,3.2
7r4i_D,AF2r10em,125,1.506,0.9064,0.8683,0.858,0.544,0.904,0.984,1.0,0.664,0.224,0.544,0.904,0.984,123,15,3.2
7r4i_D,AF2,125,1.381,0.9206,0.8864,0.888,0.648,0.904,1.0,1.0,0.71,0.288,0.648,0.904,1.0,123,15,3.2
7r4i_D,OF,125,1.533,0.9063,0.8676,0.87,0.6,0.888,0.992,1.0,0.686,0.264,0.6,0.888,0.992,124,15,3.2
7r4i_D,AF2em,125,1.614,0.8899,0.8505,0.834,0.456,0.88,1.0,1.0,0.626,0.168,0.456,0.88,1.0,123,15,3.2
7r4i_D,OFr20,125,1.555,0.905,0.867,0.866,0.592,0.88,0.992,1.0,0.676,0.24,0.592,0.88,0.992,124,15,3.2
7r4i_D,NN,125,1.965,0.8861,0.8409,0.844,0.584,0.832,0.96,1.0,0.664,0.28,0.584,0.832,0.96,120,15,3.2
7r4i_D,YS,125,1.602,0.8907,0.8533,0.82,0.456,0.832,0.992,1.0,0.612,0.168,0.456,0.832,0.992,124,15,3.2
7r4i_D,OFr4em,125,1.63,0.8886,0.8489,0.826,0.432,0.88,0.992,1.0,0.62,0.176,0.432,0.88,0.992,123,15,3.2
7r4i_D,OFem,125,1.783,0.8819,0.834,0.826,0.464,0.864,0.976,1.0,0.616,0.16,0.464,0.864,0.976,123,15,3.2
7r4i_D,OFr4,125,1.436,0.912,0.8744,0.87,0.584,0.896,1.0,1.0,0.688,0.272,0.584,0.896,1.0,125,15,3.2
7r4i_D,AF2r10,125,1.389,0.9199,0.8856,0.884,0.64,0.904,0.992,1.0,0.704,0.28,0.64,0.904,0.992,123,15,3.2
7r4i_D,IF,125,1.95,0.8898,0.8488,0.85,0.592,0.848,0.96,1.0,0.664,0.256,0.592,0.848,0.96,120,15,3.2
7s7r_B,YS,118,2.919,0.8088,0.7423,0.7818,0.5169,0.7373,0.8729,1.0,0.5869,0.2203,0.5169,0.7373,0.8729,102,12,1.77
7s7r_B,IF,118,2.703,0.8829,0.8473,0.8814,0.7542,0.8559,0.9237,0.9915,0.7945,0.6441,0.7542,0.8559,0.9237,108,12,1.77
7s7r_B,AF2r10em,118,2.754,0.8615,0.825,0.8581,0.6949,0.8136,0.9237,1.0,0.7097,0.4068,0.6949,0.8136,0.9237,107,12,1.77
7s7r_B,OFr20em,118,2.712,0.8599,0.8174,0.8581,0.6949,0.822,0.9153,1.0,0.697,0.3559,0.6949,0.822,0.9153,106,12,1.77
7s7r_B,AF2r10,118,2.594,0.8881,0.8585,0.8877,0.7627,0.8644,0.9237,1.0,0.803,0.661,0.7627,0.8644,0.9237,108,12,1.77
7s7r_B,AF2em,118,2.621,0.8623,0.8256,0.8581,0.6864,0.822,0.9237,1.0,0.7097,0.4068,0.6864,0.822,0.9237,107,12,1.77
7s7r_B,NNem,118,3.363,0.8398,0.8005,0.8093,0.5254,0.822,0.9153,0.9746,0.6186,0.2119,0.5254,0.822,0.9153,106,12,1.77
7s7r_B,NN,118,2.872,0.8824,0.8469,0.8856,0.7542,0.8729,0.9237,0.9915,0.7924,0.6186,0.7542,0.8729,0.9237,109,12,1.77
7s7r_B,OFr4,118,2.517,0.8828,0.8452,0.8835,0.7542,0.8559,0.9237,1.0,0.7754,0.5678,0.7542,0.8559,0.9237,109,12,1.77
7s7r_B,AF2,118,2.56,0.8882,0.858,0.8877,0.7627,0.8644,0.9237,1.0,0.8008,0.6525,0.7627,0.8644,0.9237,108,12,1.77
7s7r_B,OFr4em,118,2.642,0.8625,0.8226,0.8581,0.678,0.839,0.9153,1.0,0.7055,0.3898,0.678,0.839,0.9153,107,12,1.77
7s7r_B,ESM,118,2.59,0.8863,0.8562,0.8877,0.7627,0.8644,0.9237,1.0,0.7987,0.6441,0.7627,0.8644,0.9237,107,12,1.77
7s7r_B,OF,118,2.517,0.8828,0.8452,0.8835,0.7542,0.8559,0.9237,1.0,0.7754,0.5678,0.7542,0.8559,0.9237,109,12,1.77
7s7r_B,IFem,118,2.774,0.8661,0.8281,0.8623,0.7034,0.839,0.9237,0.9831,0.7246,0.4322,0.7034,0.839,0.9237,106,12,1.77
7s7r_B,OFr20,118,2.517,0.8828,0.8452,0.8835,0.7542,0.8559,0.9237,1.0,0.7754,0.5678,0.7542,0.8559,0.9237,109,12,1.77
7s7r_B,OFem,118,2.655,0.8645,0.8243,0.8644,0.7119,0.8305,0.9153,1.0,0.7097,0.3814,0.7119,0.8305,0.9153,107,12,1.77
6zwk_A,AF2,125,0.406,0.9909,0.9876,0.998,0.992,1.0,1.0,1.0,0.968,0.88,0.992,1.0,1.0,125,16,1.55
6zwk_A,YS,125,2.894,0.8749,0.843,0.842,0.6,0.856,0.928,0.984,0.658,0.248,0.6,0.856,0.928,116,16,1.55
6zwk_A,OFr20em,125,0.805,0.9664,0.9548,0.964,0.864,0.992,1.0,1.0,0.832,0.472,0.864,0.992,1.0,125,16,1.55
6zwk_A,AF2r10em,125,0.887,0.9585,0.9439,0.942,0.768,1.0,1.0,1.0,0.792,0.4,0.768,1.0,1.0,125,16,1.55
6zwk_A,OFr20,125,0.454,0.9898,0.9864,0.994,0.976,1.0,1.0,1.0,0.976,0.928,0.976,1.0,1.0,125,16,1.55
6zwk_A,ESM,125,0.442,0.9896,0.9859,0.996,0.984,1.0,1.0,1.0,0.968,0.888,0.984,1.0,1.0,125,16,1.55
6zwk_A,IF,125,0.841,0.9694,0.957,0.97,0.904,0.976,1.0,1.0,0.892,0.688,0.904,0.976,1.0,125,16,1.55
6zwk_A,OFr4,125,0.441,0.99,0.9867,0.994,0.976,1.0,1.0,1.0,0.972,0.912,0.976,1.0,1.0,125,16,1.55
6zwk_A,AF2em,125,0.855,0.9614,0.9479,0.95,0.8,1.0,1.0,1.0,0.806,0.424,0.8,1.0,1.0,125,16,1.55
6zwk_A,OFem,125,0.862,0.9633,0.9475,0.954,0.824,0.992,1.0,1.0,0.816,0.448,0.824,0.992,1.0,125,16,1.55
6zwk_A,OF,125,0.441,0.99,0.9867,0.994,0.976,1.0,1.0,1.0,0.972,0.912,0.976,1.0,1.0,125,16,1.55
6zwk_A,AF2r10,125,0.413,0.9906,0.9871,0.996,0.984,1.0,1.0,1.0,0.97,0.896,0.984,1.0,1.0,125,16,1.55
6zwk_A,NNem,125,1.215,0.9315,0.9088,0.896,0.656,0.928,1.0,1.0,0.714,0.272,0.656,0.928,1.0,125,16,1.55
6zwk_A,IFem,125,1.169,0.9446,0.9133,0.934,0.792,0.944,1.0,1.0,0.806,0.488,0.792,0.944,1.0,125,16,1.55
6zwk_A,OFr4em,125,0.872,0.9628,0.947,0.95,0.808,0.992,1.0,1.0,0.814,0.456,0.808,0.992,1.0,125,16,1.55
6zwk_A,NN,125,0.891,0.9645,0.9506,0.966,0.896,0.968,1.0,1.0,0.888,0.688,0.896,0.968,1.0,125,16,1.55
7t5f_C,IF,115,1.463,0.9201,0.8913,0.9196,0.7826,0.8957,1.0,1.0,0.8043,0.5391,0.7826,0.8957,1.0,112,9,2.6
7t5f_C,YS,115,1.604,0.8947,0.8589,0.8761,0.6348,0.8783,0.9913,1.0,0.6913,0.2609,0.6348,0.8783,0.9913,113,9,2.6
7t5f_C,OFr20,115,1.329,0.9477,0.9298,0.9435,0.8261,0.9652,0.9826,1.0,0.8478,0.6174,0.8261,0.9652,0.9826,112,9,2.6
7t5f_C,AF2r10em,115,1.685,0.9154,0.8817,0.9174,0.8087,0.8957,0.9652,1.0,0.7848,0.4696,0.8087,0.8957,0.9652,111,9,2.6
7t5f_C,NN,115,1.532,0.9155,0.8835,0.9087,0.7652,0.887,0.9826,1.0,0.7978,0.5565,0.7652,0.887,0.9826,112,9,2.6
7t5f_C,OFem,115,1.608,0.9335,0.9129,0.9326,0.8174,0.9391,0.9739,1.0,0.8065,0.4957,0.8174,0.9391,0.9739,111,9,2.6
7t5f_C,IFem,115,1.459,0.9108,0.8783,0.8935,0.6783,0.8957,1.0,1.0,0.7239,0.3217,0.6783,0.8957,1.0,114,9,2.6
7t5f_C,OFr20em,115,1.505,0.9326,0.9129,0.9304,0.7913,0.9478,0.9826,1.0,0.8022,0.487,0.7913,0.9478,0.9826,112,9,2.6
7t5f_C,AF2em,115,1.621,0.9248,0.9015,0.9174,0.7565,0.9391,0.9739,1.0,0.7739,0.4261,0.7565,0.9391,0.9739,111,9,2.6
7t5f_C,NNem,115,1.856,0.8741,0.8305,0.8348,0.5217,0.8522,0.9652,1.0,0.6261,0.1652,0.5217,0.8522,0.9652,111,9,2.6
7t5f_C,OFr4,115,1.695,0.9286,0.9064,0.9239,0.8,0.9304,0.9652,1.0,0.8239,0.6,0.8,0.9304,0.9652,110,9,2.6
7t5f_C,ESM,115,1.317,0.9443,0.9251,0.9457,0.8435,0.9565,0.9826,1.0,0.8478,0.6087,0.8435,0.9565,0.9826,112,9,2.6
7t5f_C,AF2r10,115,1.671,0.9212,0.8941,0.9217,0.8087,0.913,0.9652,1.0,0.8326,0.6435,0.8087,0.913,0.9652,110,9,2.6
7t5f_C,AF2mem,115,0.934,0.952,0.9406,0.9348,0.7565,0.9826,1.0,1.0,0.7848,0.4,0.7565,0.9826,1.0,115,9,2.6
7t5f_C,AF2m,115,0.748,0.9682,0.9605,0.9609,0.8522,0.9913,1.0,1.0,0.8609,0.6,0.8522,0.9913,1.0,115,9,2.6
7t5f_C,OFr4em,115,1.931,0.9122,0.8863,0.9065,0.7391,0.9304,0.9565,1.0,0.7587,0.4087,0.7391,0.9304,0.9565,109,9,2.6
7t5f_C,AF2,115,1.431,0.946,0.9295,0.9457,0.8522,0.9565,0.9739,1.0,0.8457,0.6,0.8522,0.9565,0.9739,112,9,2.6
7t5f_C,OF,115,1.34,0.9473,0.9294,0.9413,0.8261,0.9565,0.9826,1.0,0.8457,0.6174,0.8261,0.9565,0.9826,112,9,2.6
7p5v_G,ESM,114,0.641,0.9751,0.969,0.9825,0.9298,1.0,1.0,1.0,0.8706,0.5526,0.9298,1.0,1.0,114,6,3.06
7p5v_G,NN,114,0.816,0.9628,0.9543,0.9627,0.8596,0.9912,1.0,1.0,0.8311,0.4737,0.8596,0.9912,1.0,114,6,3.06
7p5v_G,OFr4,114,0.945,0.9624,0.949,0.9737,0.9211,0.9825,0.9912,1.0,0.8553,0.5263,0.9211,0.9825,0.9912,113,6,3.06
7p5v_G,OFem,114,1.186,0.9379,0.9204,0.9189,0.7193,0.9649,0.9912,1.0,0.7522,0.3333,0.7193,0.9649,0.9912,112,6,3.06
7p5v_G,OFr20,114,0.985,0.9591,0.9454,0.9671,0.8947,0.9825,0.9912,1.0,0.8465,0.5175,0.8947,0.9825,0.9912,113,6,3.06
7p5v_G,IF,114,0.755,0.9666,0.9587,0.9649,0.8684,0.9912,1.0,1.0,0.8377,0.4912,0.8684,0.9912,1.0,114,6,3.06
7p5v_G,AF2r10,114,0.67,0.9735,0.9672,0.9803,0.9211,1.0,1.0,1.0,0.8706,0.5614,0.9211,1.0,1.0,114,6,3.06
7p5v_G,AF2r10em,114,0.853,0.9586,0.9491,0.9496,0.8158,0.9825,1.0,1.0,0.7939,0.3772,0.8158,0.9825,1.0,114,6,3.06
7p5v_G,YS,114,1.985,0.8824,0.8439,0.8575,0.6228,0.886,0.9211,1.0,0.6732,0.2632,0.6228,0.886,0.9211,104,6,3.06
7p5v_G,IFem,114,0.892,0.9543,0.9437,0.9364,0.7544,0.9912,1.0,1.0,0.7873,0.4035,0.7544,0.9912,1.0,114,6,3.06
7p5v_G,AF2,114,0.624,0.9762,0.9703,0.9803,0.9211,1.0,1.0,1.0,0.8728,0.5702,0.9211,1.0,1.0,114,6,3.06
7p5v_G,OFr20em,114,1.187,0.938,0.9205,0.9232,0.7368,0.9561,1.0,1.0,0.761,0.3509,0.7368,0.9561,1.0,112,6,3.06
7p5v_G,NNem,114,1.483,0.9034,0.8717,0.8509,0.5175,0.9035,0.9825,1.0,0.6404,0.1579,0.5175,0.9035,0.9825,113,6,3.06
7p5v_G,OF,114,0.975,0.9599,0.9464,0.9693,0.9035,0.9825,0.9912,1.0,0.8531,0.5351,0.9035,0.9825,0.9912,113,6,3.06
7p5v_G,OFr4em,114,1.084,0.9493,0.9339,0.943,0.807,0.9737,0.9912,1.0,0.8004,0.4298,0.807,0.9737,0.9912,113,6,3.06
7p5v_G,AF2em,114,0.814,0.9608,0.9515,0.9583,0.8333,1.0,1.0,1.0,0.8004,0.3684,0.8333,1.0,1.0,114,6,3.06
7na9_D,IFem,129,1.319,0.9279,0.8931,0.8953,0.6822,0.8992,1.0,1.0,0.7306,0.3411,0.6822,0.8992,1.0,129,20,1.76
7na9_D,AF2mem,129,1.643,0.9264,0.8948,0.9109,0.7674,0.907,0.969,1.0,0.7539,0.3721,0.7674,0.907,0.969,126,20,1.76
7na9_D,OFr4,129,0.84,0.9688,0.9551,0.9632,0.876,0.9767,1.0,1.0,0.8818,0.6744,0.876,0.9767,1.0,129,20,1.76
7na9_D,AF2m,129,1.497,0.9472,0.9234,0.9477,0.876,0.9457,0.969,1.0,0.8488,0.6047,0.876,0.9457,0.969,124,20,1.76
7na9_D,AF2r10em,129,2.004,0.9135,0.8836,0.8934,0.7287,0.8915,0.9535,1.0,0.7519,0.4341,0.7287,0.8915,0.9535,123,20,1.76
7na9_D,OFr20em,129,1.173,0.9455,0.9238,0.9225,0.7364,0.9612,0.9922,1.0,0.7771,0.4186,0.7364,0.9612,0.9922,128,20,1.76
7na9_D,OFr4em,129,1.235,0.9394,0.9147,0.9167,0.7442,0.9302,0.9922,1.0,0.7771,0.4419,0.7442,0.9302,0.9922,128,20,1.76
7na9_D,AF2em,129,1.977,0.9195,0.8917,0.9147,0.7829,0.9225,0.9535,1.0,0.7752,0.4419,0.7829,0.9225,0.9535,123,20,1.76
7na9_D,AF2,129,1.831,0.9284,0.9051,0.9186,0.814,0.907,0.9535,1.0,0.8256,0.6279,0.814,0.907,0.9535,123,20,1.76
7na9_D,IF,129,1.216,0.9456,0.9222,0.9322,0.8062,0.9225,1.0,1.0,0.8295,0.5891,0.8062,0.9225,1.0,127,20,1.76
7na9_D,OF,129,0.91,0.9635,0.9481,0.9574,0.876,0.9535,1.0,1.0,0.8779,0.6822,0.876,0.9535,1.0,129,20,1.76
7na9_D,NNem,129,1.364,0.9238,0.8908,0.8876,0.6279,0.9225,1.0,1.0,0.7093,0.2868,0.6279,0.9225,1.0,129,20,1.76
7na9_D,YS,129,2.06,0.8749,0.8217,0.8198,0.5349,0.7984,0.9457,1.0,0.6298,0.2403,0.5349,0.7984,0.9457,124,20,1.76
7na9_D,OFr20,129,0.932,0.9621,0.9466,0.9554,0.8682,0.9535,1.0,1.0,0.874,0.6744,0.8682,0.9535,1.0,129,20,1.76
7na9_D,NN,129,1.202,0.946,0.9153,0.9302,0.7907,0.9302,1.0,1.0,0.8295,0.5969,0.7907,0.9302,1.0,128,20,1.76
7na9_D,ESM,129,0.841,0.9717,0.9564,0.9748,0.9225,0.9767,1.0,1.0,0.8973,0.6899,0.9225,0.9767,1.0,129,20,1.76
7na9_D,OFem,129,1.21,0.9402,0.9156,0.9186,0.7519,0.9302,0.9922,1.0,0.7733,0.4186,0.7519,0.9302,0.9922,128,20,1.76
7na9_D,AF2r10,129,1.827,0.9294,0.9067,0.9205,0.814,0.9147,0.9535,1.0,0.8295,0.6357,0.814,0.9147,0.9535,123,20,1.76
7qbe_E,IFem,122,1.57,0.8972,0.8578,0.8545,0.5738,0.8525,0.9918,1.0,0.666,0.2459,0.5738,0.8525,0.9918,121,17,3.0
7qbe_E,AF2r10em,122,1.939,0.8892,0.8429,0.877,0.6885,0.8689,0.9508,1.0,0.6947,0.2705,0.6885,0.8689,0.9508,116,17,3.0
7qbe_E,OFem,122,1.239,0.9339,0.9074,0.9098,0.7049,0.9344,1.0,1.0,0.7541,0.377,0.7049,0.9344,1.0,121,17,3.0
7qbe_E,OFr4em,122,1.203,0.9367,0.9106,0.916,0.7131,0.9508,1.0,1.0,0.7582,0.3689,0.7131,0.9508,1.0,122,17,3.0
7qbe_E,OFr20em,122,1.233,0.9342,0.9088,0.9201,0.7295,0.9508,1.0,1.0,0.7664,0.3852,0.7295,0.9508,1.0,121,17,3.0
7qbe_E,AF2r10,122,1.875,0.9108,0.8661,0.9119,0.8033,0.8934,0.9508,1.0,0.8053,0.5738,0.8033,0.8934,0.9508,116,17,3.0
7qbe_E,YS,122,2.635,0.8608,0.8089,0.832,0.5574,0.8443,0.9426,0.9836,0.6516,0.2623,0.5574,0.8443,0.9426,114,17,3.0
7qbe_E,OF,122,0.924,0.9614,0.9473,0.959,0.8607,0.9754,1.0,1.0,0.8545,0.582,0.8607,0.9754,1.0,122,17,3.0
7qbe_E,NNem,122,2.135,0.8639,0.7992,0.8381,0.582,0.8279,0.9426,1.0,0.6332,0.1803,0.582,0.8279,0.9426,113,17,3.0
7qbe_E,AF2em,122,2.006,0.8788,0.828,0.8484,0.5984,0.8525,0.9426,1.0,0.6619,0.2541,0.5984,0.8525,0.9426,116,17,3.0
7qbe_E,OFr20,122,0.932,0.9607,0.9464,0.9549,0.8525,0.9672,1.0,1.0,0.8504,0.582,0.8525,0.9672,1.0,122,17,3.0
7qbe_E,AF2m,122,1.426,0.9279,0.8877,0.9262,0.7951,0.918,0.9918,1.0,0.8238,0.5902,0.7951,0.918,0.9918,120,17,3.0
7qbe_E,AF2,122,1.858,0.9118,0.869,0.9139,0.8115,0.8934,0.9508,1.0,0.8053,0.5656,0.8115,0.8934,0.9508,115,17,3.0
7qbe_E,IF,122,1.409,0.9237,0.8861,0.9057,0.7295,0.9016,0.9918,1.0,0.7725,0.4672,0.7295,0.9016,0.9918,121,17,3.0
7qbe_E,ESM,122,1.721,0.912,0.8696,0.9057,0.7705,0.8852,0.9672,1.0,0.7828,0.5082,0.7705,0.8852,0.9672,117,17,3.0
7qbe_E,OFr4,122,0.9,0.9625,0.9478,0.959,0.8607,0.9754,1.0,1.0,0.8566,0.5902,0.8607,0.9754,1.0,122,17,3.0
7qbe_E,NN,122,1.743,0.9073,0.8585,0.8955,0.7377,0.8852,0.959,1.0,0.7582,0.4508,0.7377,0.8852,0.959,117,17,3.0
7qbe_E,AF2mem,122,1.666,0.9045,0.8575,0.8852,0.6803,0.8852,0.9754,1.0,0.7213,0.3443,0.6803,0.8852,0.9754,117,17,3.0
7rnn_C,AF2r10em,116,1.765,0.8933,0.8519,0.8664,0.6379,0.8621,0.9655,1.0,0.6767,0.2414,0.6379,0.8621,0.9655,113,7,2.86
7rnn_C,AF2m,116,1.283,0.9373,0.9141,0.931,0.7931,0.9397,0.9914,1.0,0.7888,0.431,0.7931,0.9397,0.9914,113,7,2.86
7rnn_C,NNem,116,1.803,0.8785,0.8362,0.8319,0.4828,0.8793,0.9655,1.0,0.6164,0.1379,0.4828,0.8793,0.9655,112,7,2.86
7rnn_C,OF,116,1.521,0.9199,0.8904,0.9073,0.7241,0.9224,0.9828,1.0,0.7565,0.3966,0.7241,0.9224,0.9828,113,7,2.86
7rnn_C,AF2em,116,1.665,0.9035,0.867,0.8836,0.681,0.8793,0.9741,1.0,0.6983,0.2586,0.681,0.8793,0.9741,113,7,2.86
7rnn_C,OFr4,116,1.518,0.9195,0.8852,0.9073,0.7328,0.9138,0.9828,1.0,0.7543,0.3879,0.7328,0.9138,0.9828,113,7,2.86
7rnn_C,AF2mem,116,1.478,0.9169,0.8876,0.8966,0.6983,0.9138,0.9741,1.0,0.7241,0.3103,0.6983,0.9138,0.9741,113,7,2.86
7rnn_C,YS,116,2.417,0.8122,0.7331,0.7608,0.4138,0.7241,0.9052,1.0,0.5496,0.1552,0.4138,0.7241,0.9052,106,7,2.86
7rnn_C,AF2,116,1.584,0.9155,0.8806,0.8987,0.7069,0.9138,0.9741,1.0,0.7392,0.3621,0.7069,0.9138,0.9741,113,7,2.86
7rnn_C,OFem,116,1.697,0.9004,0.8655,0.875,0.6638,0.8707,0.9655,1.0,0.6983,0.2931,0.6638,0.8707,0.9655,113,7,2.86
7rnn_C,ESM,116,1.563,0.9177,0.8855,0.8987,0.6983,0.9224,0.9741,1.0,0.7392,0.3621,0.6983,0.9224,0.9741,113,7,2.86
7rnn_C,OFr20,116,1.527,0.9195,0.8897,0.9052,0.7241,0.9138,0.9828,1.0,0.7543,0.3966,0.7241,0.9138,0.9828,113,7,2.86
7rnn_C,NN,116,1.471,0.9214,0.8874,0.9073,0.7414,0.9138,0.9741,1.0,0.7522,0.3793,0.7414,0.9138,0.9741,114,7,2.86
7rnn_C,AF2r10,116,1.592,0.9149,0.88,0.8987,0.7069,0.9138,0.9741,1.0,0.7371,0.3534,0.7069,0.9138,0.9741,113,7,2.86
7rnn_C,IFem,116,1.43,0.9139,0.8853,0.8815,0.6466,0.8966,0.9828,1.0,0.7155,0.3362,0.6466,0.8966,0.9828,114,7,2.86
7rnn_C,OFr20em,116,1.678,0.902,0.8663,0.8836,0.681,0.8793,0.9741,1.0,0.694,0.2414,0.681,0.8793,0.9741,113,7,2.86
7rnn_C,IF,116,1.37,0.9239,0.8992,0.903,0.7069,0.9224,0.9828,1.0,0.7349,0.3276,0.7069,0.9224,0.9828,115,7,2.86
7rnn_C,OFr4em,116,1.702,0.8996,0.8602,0.8772,0.6638,0.8707,0.9741,1.0,0.6918,0.2586,0.6638,0.8707,0.9741,113,7,2.86
7e53_B,AF2,126,1.17,0.9491,0.9269,0.9385,0.8254,0.9444,0.9841,1.0,0.8274,0.5556,0.8254,0.9444,0.9841,124,19,2.21
7e53_B,AF2r10em,126,1.345,0.9247,0.8935,0.8909,0.6587,0.9127,0.9921,1.0,0.7183,0.3095,0.6587,0.9127,0.9921,125,19,2.21
7e53_B,IF,126,1.58,0.9096,0.8731,0.879,0.6667,0.873,0.9762,1.0,0.7183,0.3571,0.6667,0.873,0.9762,122,19,2.21
7e53_B,NN,126,1.904,0.8848,0.8254,0.8571,0.6349,0.8254,0.9683,1.0,0.6964,0.3571,0.6349,0.8254,0.9683,117,19,2.21
7e53_B,NNem,126,2.037,0.8528,0.7813,0.7937,0.4841,0.7381,0.9524,1.0,0.6012,0.2302,0.4841,0.7381,0.9524,124,19,2.21
7e53_B,OF,126,1.147,0.949,0.9187,0.9425,0.8333,0.9365,1.0,1.0,0.8393,0.5873,0.8333,0.9365,1.0,126,19,2.21
7e53_B,AF2m,126,1.328,0.9386,0.9092,0.9266,0.8016,0.9206,0.9841,1.0,0.8155,0.5556,0.8016,0.9206,0.9841,124,19,2.21
7e53_B,AF2r10,126,1.167,0.9458,0.9209,0.9345,0.8016,0.9444,0.9921,1.0,0.8175,0.5317,0.8016,0.9444,0.9921,125,19,2.21
7e53_B,YS,126,5.535,0.8056,0.7506,0.7659,0.5317,0.7619,0.8571,0.9127,0.5873,0.1984,0.5317,0.7619,0.8571,110,19,2.21
7e53_B,OFr20em,126,1.406,0.9226,0.886,0.9008,0.7063,0.9048,0.9921,1.0,0.7282,0.3095,0.7063,0.9048,0.9921,125,19,2.21
7e53_B,OFr20,126,1.147,0.949,0.9187,0.9425,0.8333,0.9365,1.0,1.0,0.8393,0.5873,0.8333,0.9365,1.0,126,19,2.21
7e53_B,OFr4,126,1.147,0.949,0.9187,0.9425,0.8333,0.9365,1.0,1.0,0.8393,0.5873,0.8333,0.9365,1.0,126,19,2.21
7e53_B,IFem,126,1.705,0.8951,0.8557,0.8492,0.5714,0.8492,0.9762,1.0,0.6607,0.246,0.5714,0.8492,0.9762,123,19,2.21
7e53_B,AF2mem,126,1.584,0.9136,0.8705,0.8889,0.6984,0.881,0.9762,1.0,0.7143,0.3016,0.6984,0.881,0.9762,124,19,2.21
7e53_B,ESM,126,1.347,0.9347,0.9048,0.9226,0.7857,0.9206,0.9841,1.0,0.8036,0.5238,0.7857,0.9206,0.9841,125,19,2.21
7e53_B,OFem,126,1.422,0.921,0.8872,0.8948,0.6825,0.9048,0.9921,1.0,0.7202,0.3016,0.6825,0.9048,0.9921,125,19,2.21
7e53_B,AF2em,126,1.515,0.9204,0.8881,0.8909,0.6746,0.9048,0.9841,1.0,0.7163,0.3016,0.6746,0.9048,0.9841,124,19,2.21
7e53_B,OFr4em,126,1.434,0.9195,0.882,0.8909,0.6667,0.9048,0.9921,1.0,0.7183,0.3095,0.6667,0.9048,0.9921,126,19,2.21
